id,name,common_name,super_category,kingdom,phylum,class,order,family,genus,specific_epithet
2365,Enallagma aspersum,Azure Bluet,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,aspersum
2366,Enallagma basidens,Double-striped Bluet,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,basidens
2367,Enallagma carunculatum,Tule Bluet,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,carunculatum
2368,Enallagma civile,Familiar Bluet,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,civile
2369,Enallagma cyathigerum,Common Blue Damselfly,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,cyathigerum
2370,Enallagma divagans,Turquoise Bluet,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,divagans
2371,Enallagma doubledayi,Atlantic Bluet,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,doubledayi
2372,Enallagma durum,Big Bluet,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,durum
2373,Enallagma ebrium,Marsh Bluet,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,ebrium
2374,Enallagma exsulans,Stream Bluet,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,exsulans
2375,Enallagma geminatum,Skimming Bluet,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,geminatum
2376,Enallagma hageni,Hagen's Bluet,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,hageni
2377,Enallagma praevarum,Arroyo Bluet,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,praevarum
2378,Enallagma signatum,Orange Bluet,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,signatum
2379,Enallagma traviatum,North American Slender Bluet,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,traviatum
2380,Enallagma vesperum,Vesper Bluet,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,vesperum
2381,Erythromma najas,Red-eyed Damselfly,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Erythromma,najas
2382,Erythromma viridulum,Small Red-eyed Damselfly,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Erythromma,viridulum
2383,Ischnura aurora,Aurora Bluetail,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,aurora
2384,Ischnura cervula,Pacific Forktail,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,cervula
2385,Ischnura denticollis,Black-fronted Forktail,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,denticollis
2386,Ischnura elegans,Blue-tailed Damselfly,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,elegans
2387,Ischnura hastata,Citrine Forktail,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,hastata
2388,Ischnura heterosticta,Common Bluetail,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,heterosticta
2389,Ischnura kellicotti,Lilypad Forktail,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,kellicotti
2390,Ischnura perparva,Western Forktail,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,perparva
2391,Ischnura posita,Fragile Forktail,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,posita
2392,Ischnura ramburii,Rambur's Forktail,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,ramburii
2393,Ischnura senegalensis,Common Bluetail,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,senegalensis
2394,Ischnura verticalis,Eastern Forktail,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,verticalis
2395,Nehalennia gracilis,Sphagnum Sprite,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Nehalennia,gracilis
2396,Nehalennia irene,Sedge Sprite,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Nehalennia,irene
2397,Pseudagrion microcephalum,Blue Riverdamsel,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Pseudagrion,microcephalum
2398,Pseudagrion pilidorsum,Pseudagrion pilidorsum,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Pseudagrion,pilidorsum
2399,Pyrrhosoma nymphula,Large Red Damselfly,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Pyrrhosoma,nymphula
2400,Telebasis salva,Desert Firetail,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Telebasis,salva
2401,Xanthagrion erythroneurum,Red and Blue Damsel,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Xanthagrion,erythroneurum
2402,Xanthocnemis zealandica,Red Damselfly,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Xanthocnemis,zealandica
2403,Cordulegaster boltonii,Golden-ringed Dragonfly,Insects,Animalia,Arthropoda,Insecta,Odonata,Cordulegastridae,Cordulegaster,boltonii
2404,Cordulegaster diastatops,Delta-spotted Spiketail,Insects,Animalia,Arthropoda,Insecta,Odonata,Cordulegastridae,Cordulegaster,diastatops
2405,Cordulegaster dorsalis,Pacific Spiketail,Insects,Animalia,Arthropoda,Insecta,Odonata,Cordulegastridae,Cordulegaster,dorsalis
2406,Cordulegaster maculata,Twin-spotted Spiketail,Insects,Animalia,Arthropoda,Insecta,Odonata,Cordulegastridae,Cordulegaster,maculata
2407,Cordulegaster obliqua,Arrowhead Spiketail,Insects,Animalia,Arthropoda,Insecta,Odonata,Cordulegastridae,Cordulegaster,obliqua
2408,Cordulia aenea,Downy Emerald,Insects,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Cordulia,aenea
2409,Cordulia shurtleffii,American Emerald Dragonfly,Insects,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Cordulia,shurtleffii
2410,Dorocordulia libera,Racket-tailed Emerald,Insects,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Dorocordulia,libera
2411,Epitheca canis,Beaverpond Baskettail,Insects,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Epitheca,canis
2412,Epitheca cynosura,Common Baskettail,Insects,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Epitheca,cynosura
2413,Epitheca petechialis,Dot-winged Baskettail,Insects,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Epitheca,petechialis
2414,Epitheca princeps,Prince Baskettail,Insects,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Epitheca,princeps
2415,Epitheca spinigera,Spiny Baskettail,Insects,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Epitheca,spinigera
2416,Hemicordulia australiae,Australian Emerald Dragonfly,Insects,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Hemicordulia,australiae
2417,Hemicordulia tau,Tau Emerald,Insects,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Hemicordulia,tau
2418,Somatochlora tenebrosa,Clamp-tipped Emerald,Insects,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Somatochlora,tenebrosa
2419,Euphaea decorata,Black-banded Gossamerwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Euphaeidae,Euphaea,decorata
2420,Euphaea formosa,Euphaea formosa,Insects,Animalia,Arthropoda,Insecta,Odonata,Euphaeidae,Euphaea,formosa
2421,Aphylla angustifolia,Broad-striped Forceptail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Aphylla,angustifolia
2422,Arigomphus furcifer,Lilypad Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Arigomphus,furcifer
2423,Arigomphus submedianus,Jade Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Arigomphus,submedianus
2424,Arigomphus villosipes,Unicorn Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Arigomphus,villosipes
2425,Dromogomphus spinosus,Black-shouldered Spinyleg,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Dromogomphus,spinosus
2426,Dromogomphus spoliatus,Flag-tailed Spinyleg,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Dromogomphus,spoliatus
2427,Erpetogomphus designatus,Eastern Ringtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Erpetogomphus,designatus
2428,Gomphurus externus,Plains Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Gomphurus,externus
2429,Gomphurus fraternus,Midland Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Gomphurus,fraternus
2430,Gomphurus vastus,Cobra Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Gomphurus,vastus
2431,Gomphus vulgatissimus,Common Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Gomphus,vulgatissimus
2432,Hagenius brevistylus,Dragonhunter,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Hagenius,brevistylus
2433,Ictinogomphus rapax,Common Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Ictinogomphus,rapax
2434,Onychogomphus forcipatus,Small Pincertail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Onychogomphus,forcipatus
2435,Phanogomphus exilis,Lancet Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Phanogomphus,exilis
2436,Phanogomphus lividus,Ashy Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Phanogomphus,lividus
2437,Phanogomphus militaris,Sulphur-tipped Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Phanogomphus,militaris
2438,Phanogomphus spicatus,Dusky Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Phanogomphus,spicatus
2439,Phyllogomphoides albrighti,Five-striped Leaftail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Phyllogomphoides,albrighti
2440,Phyllogomphoides stigmatus,Four-striped Leaftail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Phyllogomphoides,stigmatus
2441,Progomphus obscurus,Common Sanddragon,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Progomphus,obscurus
2442,Stylogomphus albistylus,Eastern Least Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Stylogomphus,albistylus
2443,Stylurus plagiatus,Russet-tipped Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Stylurus,plagiatus
2444,Archilestes californicus,California Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Archilestes,californicus
2445,Archilestes grandis,Great Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Archilestes,grandis
2446,Austrolestes analis,Slender Ringtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Austrolestes,analis
2447,Austrolestes colensonis,Blue Damselfly,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Austrolestes,colensonis
2448,Austrolestes leda,Wandering Ringtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Austrolestes,leda
2449,Chalcolestes viridis,Willow Emerald Damselfly,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Chalcolestes,viridis
2450,Lestes alacer,Plateau Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,alacer
2451,Lestes australis,Southern Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,australis
2452,Lestes barbarus,Migrant Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,barbarus
2453,Lestes congener,Spotted Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,congener
2454,Lestes disjunctus,Northern Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,disjunctus
2455,Lestes dryas,Emerald Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,dryas
2456,Lestes eurinus,Amber-winged Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,eurinus
2457,Lestes forcipatus,Sweetflag Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,forcipatus
2458,Lestes inaequalis,Elegant Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,inaequalis
2459,Lestes rectangularis,Slender Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,rectangularis
2460,Lestes sponsa,Emerald Damselfly,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,sponsa
2461,Lestes unguiculatus,Lyre-tipped Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,unguiculatus
2462,Lestes vigilax,Swamp Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,vigilax
2463,Lestes virens,Small Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,virens
2464,Sympecma fusca,Common Winter Damselfly,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Sympecma,fusca
2465,Sympecma paedisca,Siberian Winter Damsel,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Sympecma,paedisca
2466,Acisoma panorpoides,Grizzled Pintail,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Acisoma,panorpoides
2467,Agrionoptera insignis,Grenadier,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Agrionoptera,insignis
2468,Brachydiplax chalybea,Oriental Blue Dasher,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Brachydiplax,chalybea
2469,Brachymesia furcata,Red-tailed Pennant,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Brachymesia,furcata
2470,Brachymesia gravida,Four-spotted Pennant,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Brachymesia,gravida
2471,Brachythemis contaminata,Ditch Jewel,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Brachythemis,contaminata
2472,Brachythemis leucosticta,Southern Banded Groundling,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Brachythemis,leucosticta
2473,Brechmorhoga mendax,Pale-faced Clubskimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Brechmorhoga,mendax
2474,Celithemis elisa,Calico Pennant,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Celithemis,elisa
2475,Celithemis eponina,Halloween Pennant,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Celithemis,eponina
2476,Celithemis fasciata,Banded Pennant,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Celithemis,fasciata
2477,Celithemis martha,Martha's Pennant,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Celithemis,martha
2478,Crocothemis erythraea,Broad Scarlet,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Crocothemis,erythraea
2479,Crocothemis servilia,Scarlet Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Crocothemis,servilia
2480,Diplacodes bipunctata,Wandering Percher,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Diplacodes,bipunctata
2481,Diplacodes haematodes,Scarlet Percher,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Diplacodes,haematodes
2482,Diplacodes trivialis,Chalky Percher,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Diplacodes,trivialis
2483,Dythemis fugax,Checkered Setwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Dythemis,fugax
2484,Dythemis nigrescens,Black Setwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Dythemis,nigrescens
2485,Dythemis velox,Swift Setwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Dythemis,velox
2486,Erythemis collocata,Western Pondhawk,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythemis,collocata
2487,Erythemis plebeja,Pin-tailed Pondhawk,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythemis,plebeja
2488,Erythemis simplicicollis,Eastern Pondhawk,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythemis,simplicicollis
2489,Erythemis vesiculosa,Great Pondhawk,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythemis,vesiculosa
2490,Erythrodiplax basifusca,Plateau Dragonlet,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythrodiplax,basifusca
2491,Erythrodiplax berenice,Seaside Dragonlet,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythrodiplax,berenice
2492,Erythrodiplax funerea,Black-winged Dragonlet,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythrodiplax,funerea
2493,Erythrodiplax minuscula,Little Blue Dragonlet,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythrodiplax,minuscula
2494,Erythrodiplax umbrata,Band-winged Dragonlet,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythrodiplax,umbrata
2495,Ladona deplanata,Blue Corporal,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Ladona,deplanata
2496,Ladona julia,Chalk-fronted Corporal,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Ladona,julia
2497,Lathrecista asiatica,Asiatic Blood Tail,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Lathrecista,asiatica
2498,Leucorrhinia frigida,Frosted Whiteface,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Leucorrhinia,frigida
2499,Leucorrhinia glacialis,Crimson-ringed Whiteface,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Leucorrhinia,glacialis
2500,Leucorrhinia hudsonica,Hudsonian Whiteface,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Leucorrhinia,hudsonica
2501,Leucorrhinia intacta,Dot-tailed Whiteface,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Leucorrhinia,intacta
2502,Leucorrhinia proxima,Belted Whiteface,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Leucorrhinia,proxima
2503,Libellula auripennis,Golden-winged Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,auripennis
2504,Libellula axilena,Bar-winged Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,axilena
2505,Libellula comanche,Comanche Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,comanche
2506,Libellula croceipennis,Neon Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,croceipennis
2507,Libellula cyanea,Spangled Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,cyanea
2508,Libellula depressa,Broad-bodied Chaser,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,depressa
2509,Libellula flavida,Yellow-sided Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,flavida
2510,Libellula forensis,Eight-spotted Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,forensis
2511,Libellula fulva,Scarce Chaser,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,fulva
2512,Libellula incesta,Slaty Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,incesta
2513,Libellula luctuosa,Widow Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,luctuosa
2514,Libellula needhami,Needham's Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,needhami
2515,Libellula pulchella,Twelve-spotted Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,pulchella
2516,Libellula quadrimaculata,Four-spotted Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,quadrimaculata
2517,Libellula saturata,Flame Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,saturata
2518,Libellula semifasciata,Painted Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,semifasciata
2519,Libellula vibrans,Great Blue Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,vibrans
2520,Macrodiplax balteata,Marl Pennant,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Macrodiplax,balteata
2521,Macrodiplax cora,Wandering Pennant,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Macrodiplax,cora
2522,Micrathyria hagenii,Thornbush Dasher,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Micrathyria,hagenii
2523,Nannodiplax rubra,Pygmy Percher,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Nannodiplax,rubra
2524,Nannothemis bella,Elfin Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Nannothemis,bella
2525,Neurothemis fluctuans,Common Parasol,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Neurothemis,fluctuans
2526,Neurothemis fulvia,Russet Percher,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Neurothemis,fulvia
2527,Neurothemis taiwanensis,Neurothemis taiwanensis,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Neurothemis,taiwanensis
2528,Neurothemis tullia,Pied Paddy Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Neurothemis,tullia
2529,Orthemis discolor,Carmine Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthemis,discolor
2530,Orthemis ferruginea,Roseate Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthemis,ferruginea
2531,Orthetrum albistylum,White-tailed Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthetrum,albistylum
2532,Orthetrum brunneum,Southern Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthetrum,brunneum
2533,Orthetrum caledonicum,Blue Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthetrum,caledonicum
2534,Orthetrum cancellatum,Black-lined Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthetrum,cancellatum
2535,Orthetrum chrysis,Brown-backed Red Marsh Hawk,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthetrum,chrysis
2536,Orthetrum chrysostigma,Epaulet Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthetrum,chrysostigma
2537,Orthetrum coerulescens,Keeled Skipper,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthetrum,coerulescens
2538,Orthetrum glaucum,Blue Marsh Hawk,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthetrum,glaucum
2539,Orthetrum julia,Julia Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthetrum,julia
2540,Orthetrum luzonicum,Slender Blue Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthetrum,luzonicum
2541,Orthetrum pruinosum,Crimson-tailed Marsh Hawk,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthetrum,pruinosum
2542,Orthetrum sabina,Green Marsh Hawk,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthetrum,sabina
2543,Orthetrum testaceum,Scarlet Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthetrum,testaceum
2544,Orthetrum triangulare,Blue-tailed Forest Hawk,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthetrum,triangulare
